"SAM","PEAKAREASPC1_common","PEAKAREASPC2_common","PEAKAREASPC3_common","PEAKAREASPC4_common","PEAKAREASPC5_common","PEAKAREASPC6_common","PEAKAREASPC7_common","PEAKAREASPC8_common","PEAKAREASPC9_common","PEAKAREASPC10_common","PeakAreas200PC1_common","PeakAreas200PC2_common","PeakAreas200PC3_common","PeakAreas200PC4_common","PeakAreas200PC5_common","PeakAreas200PC6_common","PeakAreas200PC7_common","PeakAreas200PC8_common","PeakAreas200PC9_common","PeakAreas200PC10_common","RelativeRatiosPC1_common","RelativeRatiosPC2_common","RelativeRatiosPC3_common","RelativeRatiosPC4_common","RelativeRatiosPC5_common","RelativeRatiosPC6_common","RelativeRatiosPC7_common","RelativeRatiosPC8_common","RelativeRatiosPC9_common","RelativeRatiosPC10_common","RelativeRatios200PC1_common","RelativeRatios200PC2_common","RelativeRatios200PC3_common","RelativeRatios200PC4_common","RelativeRatios200PC5_common","RelativeRatios200PC6_common","RelativeRatios200PC7_common","RelativeRatios200PC8_common","RelativeRatios200PC9_common","RelativeRatios200PC10_common"
"SAM179",4.090357474,0.873852571,-0.563903907,-0.166674531,-0.669748633,-0.754500573,0.705106285,0.524582461,-0.778574779,0.266445055,-3.247832319,-0.432422879,0.287893661,0.651856934,-0.294147704,1.346056743,0.14181978,0.015023325,-0.655965096,-0.239108308,4.090357474,0.873852571,-0.563903907,-0.166674531,-0.669748633,-0.754500573,0.705106285,0.524582461,-0.778574779,0.266445055,-3.247832319,-0.432422879,0.287893661,0.651856934,-0.294147704,1.346056743,0.14181978,0.015023325,-0.655965096,-0.239108308
"SAM180",2.004744745,3.57170691,0.074457175,0.502792371,0.782101031,0.020182757,-0.95158087,-0.04239442,0.200999489,-0.383277801,-0.158283142,-1.984730439,-0.205548789,-0.233615502,0.957535718,0.628259404,0.076472517,0.20865656,0.879343378,-0.446304964,2.004744745,3.57170691,0.074457175,0.502792371,0.782101031,0.020182757,-0.95158087,-0.04239442,0.200999489,-0.383277801,-0.158283142,-1.984730439,-0.205548789,-0.233615502,0.957535718,0.628259404,0.076472517,0.20865656,0.879343378,-0.446304964
"SAM181",-2.278654087,4.818745915,3.88238441,0.41345417,3.631990557,-1.066587853,-1.401576423,-1.344279197,2.355208917,1.158130332,3.655873567,-2.676558475,-2.576572673,-3.896975296,2.402490674,-0.551687298,-0.362054105,2.519164809,1.209732162,-0.382813936,-2.278654087,4.818745915,3.88238441,0.41345417,3.631990557,-1.066587853,-1.401576423,-1.344279197,2.355208917,1.158130332,3.655873567,-2.676558475,-2.576572673,-3.896975296,2.402490674,-0.551687298,-0.362054105,2.519164809,1.209732162,-0.382813936
"SAM182",-1.184625023,4.323535441,2.210598601,-1.871470628,-1.499866515,4.049475988,0.965340682,-0.011910351,1.173225383,0.143996486,1.610273104,-2.53265931,0.145592102,-1.382044956,1.276267377,1.412704601,0.966262914,0.177099576,1.562405471,-1.003678073,-1.184625023,4.323535441,2.210598601,-1.871470628,-1.499866515,4.049475988,0.965340682,-0.011910351,1.173225383,0.143996486,1.610273104,-2.53265931,0.145592102,-1.382044956,1.276267377,1.412704601,0.966262914,0.177099576,1.562405471,-1.003678073
"SAM183",2.847487043,1.733858833,-0.360383754,0.399557584,0.664052237,0.229358601,-0.163955444,-0.686255598,-0.04568097,0.688262196,-1.361814484,-1.457759426,0.315725856,0.077286861,1.31130507,-0.494133429,-0.101488363,-0.416630387,0.18345474,0.372034616,2.847487043,1.733858833,-0.360383754,0.399557584,0.664052237,0.229358601,-0.163955444,-0.686255598,-0.04568097,0.688262196,-1.361814484,-1.457759426,0.315725856,0.077286861,1.31130507,-0.494133429,-0.101488363,-0.416630387,0.18345474,0.372034616
"SAM184",-2.47130645,4.678821475,1.577454241,1.565370577,2.002193729,1.56663034,1.709423876,-0.326826741,1.198477701,0.860032271,3.425462817,-3.322320784,0.150813304,-3.727190823,1.241123232,-0.518546846,-0.303701381,0.138658639,-0.790097071,-0.756330572,-2.47130645,4.678821475,1.577454241,1.565370577,2.002193729,1.56663034,1.709423876,-0.326826741,1.198477701,0.860032271,3.425462817,-3.322320784,0.150813304,-3.727190823,1.241123232,-0.518546846,-0.303701381,0.138658639,-0.790097071,-0.756330572
"SAM185",2.566290716,4.695450546,3.742700703,-0.275892309,-1.656590483,-0.831765039,-0.266693685,1.735145774,-0.583469652,0.349219281,-1.200470838,-2.824194869,-0.060013893,-1.114285244,-0.137360606,-1.434549127,-1.834745114,-1.610948739,-1.369847441,-0.696384595,2.566290716,4.695450546,3.742700703,-0.275892309,-1.656590483,-0.831765039,-0.266693685,1.735145774,-0.583469652,0.349219281,-1.200470838,-2.824194869,-0.060013893,-1.114285244,-0.137360606,-1.434549127,-1.834745114,-1.610948739,-1.369847441,-0.696384595
"SAM186",2.612641017,1.869658734,0.040514993,0.507272123,0.300095497,-1.097008785,0.187384695,-0.299508821,-0.38793447,-0.104034478,-1.250647851,-1.205388526,-0.639727103,0.105600263,0.38513452,-0.436502079,-0.104731578,-0.191884958,0.135983329,0.570741474,2.612641017,1.869658734,0.040514993,0.507272123,0.300095497,-1.097008785,0.187384695,-0.299508821,-0.38793447,-0.104034478,-1.250647851,-1.205388526,-0.639727103,0.105600263,0.38513452,-0.436502079,-0.104731578,-0.191884958,0.135983329,0.570741474
"SAM187",1.968975366,1.46506787,-0.704748873,1.224510986,1.081908271,0.456657852,-1.144300677,-1.201018949,-1.133340587,0.380530573,-0.747427827,-1.342515251,1.090299044,0.212783895,0.806629659,-1.210763053,-0.563177532,-0.393505791,0.537478167,0.71728756,1.968975366,1.46506787,-0.704748873,1.224510986,1.081908271,0.456657852,-1.144300677,-1.201018949,-1.133340587,0.380530573,-0.747427827,-1.342515251,1.090299044,0.212783895,0.806629659,-1.210763053,-0.563177532,-0.393505791,0.537478167,0.71728756
"SAM188",3.16923781,1.494923374,-0.250232797,0.139780051,-0.755488454,-0.060581659,-0.241940569,0.338291012,-0.901761795,0.116272789,-2.310702853,-0.89206014,0.431791834,0.34702799,0.48284301,0.270675317,0.367247947,0.039558415,0.203913506,-0.232178792,3.16923781,1.494923374,-0.250232797,0.139780051,-0.755488454,-0.060581659,-0.241940569,0.338291012,-0.901761795,0.116272789,-2.310702853,-0.89206014,0.431791834,0.34702799,0.48284301,0.270675317,0.367247947,0.039558415,0.203913506,-0.232178792
"SAM189",-0.44086878,3.966374946,3.585469074,1.535346579,0.838377669,-1.208728867,1.568432945,2.895409037,0.010894441,0.557456614,1.8956531,-2.173238175,-0.334806791,-2.217771989,-0.317564801,1.569101977,-0.790786646,1.76008014,-1.971916977,-1.003604553,-0.44086878,3.966374946,3.585469074,1.535346579,0.838377669,-1.208728867,1.568432945,2.895409037,0.010894441,0.557456614,1.8956531,-2.173238175,-0.334806791,-2.217771989,-0.317564801,1.569101977,-0.790786646,1.76008014,-1.971916977,-1.003604553
"SAM190",2.119908736,1.586779628,1.212677652,1.896076927,0.257335474,-0.387582616,0.30874899,1.206950925,0.556521198,0.084636448,-0.626245207,-1.990078857,0.348276053,-1.152526476,-0.583636528,0.169689813,0.414222043,0.843802813,0.268774541,1.048361023,2.119908736,1.586779628,1.212677652,1.896076927,0.257335474,-0.387582616,0.30874899,1.206950925,0.556521198,0.084636448,-0.626245207,-1.990078857,0.348276053,-1.152526476,-0.583636528,0.169689813,0.414222043,0.843802813,0.268774541,1.048361023
"SAM191",1.883432245,3.89064952,1.355628179,1.709392328,0.8971702,-0.159166537,-1.065530148,-0.215730984,0.994180223,-0.690108437,-0.218828816,-1.656114241,0.56153315,-1.306632392,0.541534626,0.022335746,0.538559389,0.46256947,-0.113388565,-0.756550896,1.883432245,3.89064952,1.355628179,1.709392328,0.8971702,-0.159166537,-1.065530148,-0.215730984,0.994180223,-0.690108437,-0.218828816,-1.656114241,0.56153315,-1.306632392,0.541534626,0.022335746,0.538559389,0.46256947,-0.113388565,-0.756550896
"SAM192",1.148160161,2.738248675,1.294946719,1.876040441,0.167270868,-0.325128538,0.194041071,1.278906938,0.55202287,1.099629152,0.49011197,-1.650991998,1.426503315,-1.507767895,-1.241153371,-0.032116341,0.339902522,-0.041546429,-0.242568214,0.329384107,1.148160161,2.738248675,1.294946719,1.876040441,0.167270868,-0.325128538,0.194041071,1.278906938,0.55202287,1.099629152,0.49011197,-1.650991998,1.426503315,-1.507767895,-1.241153371,-0.032116341,0.339902522,-0.041546429,-0.242568214,0.329384107
"SAM193",4.168864475,-0.29971833,0.074258713,0.801793569,-0.609845847,-0.671656584,0.924580451,0.716253127,-0.431718816,0.432740584,-3.503872336,-0.336044121,0.3742211,0.142336218,-0.821293865,0.406916492,-0.301203861,0.117299639,-0.366513573,0.195850229,4.168864475,-0.29971833,0.074258713,0.801793569,-0.609845847,-0.671656584,0.924580451,0.716253127,-0.431718816,0.432740584,-3.503872336,-0.336044121,0.3742211,0.142336218,-0.821293865,0.406916492,-0.301203861,0.117299639,-0.366513573,0.195850229
"SAM194",1.914795152,2.407789919,1.911383617,1.326440238,0.841807678,-0.770304804,0.590979202,-0.45499723,0.662791844,-0.057930668,-0.766406198,-1.33091914,-1.08833966,-1.313252515,-1.322592336,-0.60257101,0.041100364,-0.046320567,0.056803949,1.723198447,1.914795152,2.407789919,1.911383617,1.326440238,0.841807678,-0.770304804,0.590979202,-0.45499723,0.662791844,-0.057930668,-0.766406198,-1.33091914,-1.08833966,-1.313252515,-1.322592336,-0.60257101,0.041100364,-0.046320567,0.056803949,1.723198447
"SAM195",4.838237856,-0.185329872,0.395323815,0.085514855,-0.863374064,-0.633879444,0.926221616,0.854619932,-0.814319537,-0.376846854,-4.515698464,0.048703929,0.145675067,-0.298877373,-0.465228379,0.809489892,0.017969493,-0.406981621,0.286665892,0.434474771,4.838237856,-0.185329872,0.395323815,0.085514855,-0.863374064,-0.633879444,0.926221616,0.854619932,-0.814319537,-0.376846854,-4.515698464,0.048703929,0.145675067,-0.298877373,-0.465228379,0.809489892,0.017969493,-0.406981621,0.286665892,0.434474771
"SAM196",3.381370538,3.89865733,5.445820877,-1.913348381,-4.064430242,-1.679143417,0.526923707,3.846290731,-3.2511078,-1.50984422,-2.890756105,-1.483782909,-1.329854445,0.705292049,-1.696645753,1.115271893,0.130006207,-0.12119654,0.169644595,-0.025528685,3.381370538,3.89865733,5.445820877,-1.913348381,-4.064430242,-1.679143417,0.526923707,3.846290731,-3.2511078,-1.50984422,-2.890756105,-1.483782909,-1.329854445,0.705292049,-1.696645753,1.115271893,0.130006207,-0.12119654,0.169644595,-0.025528685
"SAM197",2.571795871,1.979273582,1.189872456,1.106310281,-0.355888657,-0.301735642,-0.302586621,0.414917336,0.447790029,0.422731761,-1.110328512,-1.246696283,0.21843923,-0.732069769,-0.491294543,-0.03323304,0.664756589,0.067185623,-0.510066315,-0.055412554,2.571795871,1.979273582,1.189872456,1.106310281,-0.355888657,-0.301735642,-0.302586621,0.414917336,0.447790029,0.422731761,-1.110328512,-1.246696283,0.21843923,-0.732069769,-0.491294543,-0.03323304,0.664756589,0.067185623,-0.510066315,-0.055412554
"SAM198",2.561371443,1.040337706,-0.12050248,1.133632105,1.471657554,-0.235007101,1.073097381,0.234052918,-0.402858467,0.191136562,-1.480216914,-1.159762027,1.067911536,-0.950335553,-0.38831206,-0.131275285,-1.049662469,-0.275811971,-0.823715321,0.8265972,2.561371443,1.040337706,-0.12050248,1.133632105,1.471657554,-0.235007101,1.073097381,0.234052918,-0.402858467,0.191136562,-1.480216914,-1.159762027,1.067911536,-0.950335553,-0.38831206,-0.131275285,-1.049662469,-0.275811971,-0.823715321,0.8265972
"SAM199",2.517084871,0.70364728,0.206849231,0.252958909,0.691902018,-0.981484037,0.680945065,0.747130639,0.732465828,0.114893079,-1.306141475,0.429540892,-0.287223077,-0.51696353,0.478584313,1.113289293,-0.11002479,0.489722669,-1.293362927,0.968840778,2.517084871,0.70364728,0.206849231,0.252958909,0.691902018,-0.981484037,0.680945065,0.747130639,0.732465828,0.114893079,-1.306141475,0.429540892,-0.287223077,-0.51696353,0.478584313,1.113289293,-0.11002479,0.489722669,-1.293362927,0.968840778
"SAM200",0.790145399,1.250080368,-1.613636775,0.868231357,0.695105943,0.331406587,-0.403794452,0.255678613,0.908049983,0.051203534,0.276076898,-1.149285504,1.197798349,-0.657019836,0.842550907,0.839788143,0.09370375,0.56446871,1.336597136,-0.562976651,0.790145399,1.250080368,-1.613636775,0.868231357,0.695105943,0.331406587,-0.403794452,0.255678613,0.908049983,0.051203534,0.276076898,-1.149285504,1.197798349,-0.657019836,0.842550907,0.839788143,0.09370375,0.56446871,1.336597136,-0.562976651
"SAM201",1.544457977,1.477237998,-0.421294607,1.105211082,1.512025098,0.63953721,-0.526353318,-1.37824857,0.451204052,0.514918235,-0.535725512,-2.091657277,-0.152783351,-0.893122293,0.853349523,-1.406480358,-0.505764875,0.39235475,0.275702875,0.84591229,1.544457977,1.477237998,-0.421294607,1.105211082,1.512025098,0.63953721,-0.526353318,-1.37824857,0.451204052,0.514918235,-0.535725512,-2.091657277,-0.152783351,-0.893122293,0.853349523,-1.406480358,-0.505764875,0.39235475,0.275702875,0.84591229
"SAM203",2.481974503,1.434069134,1.466810647,0.601965081,-0.682984898,-0.573537499,-0.173356785,1.376382389,0.977940965,-0.658848492,-1.227842741,-1.197513306,-0.971314563,-0.748736807,-0.553886689,0.760113011,-0.403088586,-0.674350774,0.900824111,-0.55543366,2.481974503,1.434069134,1.466810647,0.601965081,-0.682984898,-0.573537499,-0.173356785,1.376382389,0.977940965,-0.658848492,-1.227842741,-1.197513306,-0.971314563,-0.748736807,-0.553886689,0.760113011,-0.403088586,-0.674350774,0.900824111,-0.55543366
"SAM204",2.643087298,1.861242554,1.315711738,0.521082871,-0.099958091,-1.144555512,0.659516006,1.208938234,0.041994513,0.675629585,-1.371373656,-1.343386979,-0.627319132,-0.52215962,-0.478705542,0.866779421,0.211149183,-0.779825548,-0.067450085,-0.522828271,2.643087298,1.861242554,1.315711738,0.521082871,-0.099958091,-1.144555512,0.659516006,1.208938234,0.041994513,0.675629585,-1.371373656,-1.343386979,-0.627319132,-0.52215962,-0.478705542,0.866779421,0.211149183,-0.779825548,-0.067450085,-0.522828271
"SAM205",4.661560677,-0.847375974,-0.072659578,0.607352332,-0.045040967,-0.114959649,1.570040182,0.71337838,-0.797714972,0.829818911,-4.19076954,0.022403136,0.57093801,-0.323072807,-0.555912552,0.559264764,-0.5450699,-0.666033246,-0.790217121,0.131207486,4.661560677,-0.847375974,-0.072659578,0.607352332,-0.045040967,-0.114959649,1.570040182,0.71337838,-0.797714972,0.829818911,-4.19076954,0.022403136,0.57093801,-0.323072807,-0.555912552,0.559264764,-0.5450699,-0.666033246,-0.790217121,0.131207486
"SAM206",2.583692937,1.684605471,2.214743497,0.449616689,-0.079078151,-0.172707347,-0.221068385,0.021282143,-1.472974069,0.555935134,-2.111724002,-1.48503295,0.331364911,0.002095291,-0.717644095,-0.895968563,0.28532526,-1.078177153,0.383956744,-0.362805915,2.583692937,1.684605471,2.214743497,0.449616689,-0.079078151,-0.172707347,-0.221068385,0.021282143,-1.472974069,0.555935134,-2.111724002,-1.48503295,0.331364911,0.002095291,-0.717644095,-0.895968563,0.28532526,-1.078177153,0.383956744,-0.362805915
"SAM207",0.818512219,4.450161643,1.656973335,2.374029792,0.038801908,-0.364834676,-0.605088195,0.635938662,0.889122754,0.496132328,1.34946001,-3.25591764,1.217381319,-1.09097292,-1.723144329,-0.582058917,0.545818834,1.306978172,-0.059999071,0.353768316,0.818512219,4.450161643,1.656973335,2.374029792,0.038801908,-0.364834676,-0.605088195,0.635938662,0.889122754,0.496132328,1.34946001,-3.25591764,1.217381319,-1.09097292,-1.723144329,-0.582058917,0.545818834,1.306978172,-0.059999071,0.353768316
"SAM208",1.625822317,3.626963779,0.64100983,1.626925891,0.374125753,-0.435166481,-1.022369039,-0.105364947,0.227959742,-0.653749363,-0.158644111,-2.062259632,0.772216283,-1.065980736,-0.988263421,0.189101167,0.444585951,-0.187334448,-0.714653934,-0.336595225,1.625822317,3.626963779,0.64100983,1.626925891,0.374125753,-0.435166481,-1.022369039,-0.105364947,0.227959742,-0.653749363,-0.158644111,-2.062259632,0.772216283,-1.065980736,-0.988263421,0.189101167,0.444585951,-0.187334448,-0.714653934,-0.336595225
"SAM209",1.925976278,3.912554235,2.88334521,2.765179233,0.134784599,-0.416859361,-0.944156474,1.018097838,-0.627608919,-0.693345149,-0.090157899,-3.231783776,-0.846466263,-1.677116837,-2.093199216,0.845648013,1.960555847,-2.020795268,0.148518785,0.878043537,1.925976278,3.912554235,2.88334521,2.765179233,0.134784599,-0.416859361,-0.944156474,1.018097838,-0.627608919,-0.693345149,-0.090157899,-3.231783776,-0.846466263,-1.677116837,-2.093199216,0.845648013,1.960555847,-2.020795268,0.148518785,0.878043537
"SAM210",1.419179196,3.86204244,2.529311185,0.718903518,0.223491223,-0.832194389,1.034108034,0.271422712,-0.33568663,0.869776817,0.090851276,-2.938709288,-0.699730301,-0.534559682,-1.577627958,0.348484891,-0.563723654,-0.525510558,-1.068734837,0.328420933,1.419179196,3.86204244,2.529311185,0.718903518,0.223491223,-0.832194389,1.034108034,0.271422712,-0.33568663,0.869776817,0.090851276,-2.938709288,-0.699730301,-0.534559682,-1.577627958,0.348484891,-0.563723654,-0.525510558,-1.068734837,0.328420933
"SAM211",4.017722036,1.526713834,2.707887164,0.953885093,-0.871330341,-2.028661006,2.155003402,1.591808865,-1.693242935,0.762491286,-2.768434275,-1.210761441,-0.583396644,-0.661034332,-0.389111024,0.156212903,-0.023449137,-1.031244476,-0.938905989,-0.208038596,4.017722036,1.526713834,2.707887164,0.953885093,-0.871330341,-2.028661006,2.155003402,1.591808865,-1.693242935,0.762491286,-2.768434275,-1.210761441,-0.583396644,-0.661034332,-0.389111024,0.156212903,-0.023449137,-1.031244476,-0.938905989,-0.208038596
"SAM212",1.256804462,5.181026997,0.952432148,1.745688462,3.03123802,-0.624130569,-2.341425312,-3.08807758,-0.472626168,-1.639890138,0.913897166,-2.683003895,-0.282203835,-0.034494705,0.707470798,-2.623279723,0.08746173,-0.286030683,-1.612098304,1.156773772,1.256804462,5.181026997,0.952432148,1.745688462,3.03123802,-0.624130569,-2.341425312,-3.08807758,-0.472626168,-1.639890138,0.913897166,-2.683003895,-0.282203835,-0.034494705,0.707470798,-2.623279723,0.08746173,-0.286030683,-1.612098304,1.156773772
"SAM213",2.521795966,2.328188488,1.608653514,0.641860762,0.612428627,-1.149313281,0.414853299,0.302716601,-0.008387522,0.010948888,-0.956186697,-0.82370737,-0.548854478,-0.641254664,0.047878472,0.371539944,0.17978748,-0.497233232,-0.438431678,0.222803753,2.521795966,2.328188488,1.608653514,0.641860762,0.612428627,-1.149313281,0.414853299,0.302716601,-0.008387522,0.010948888,-0.956186697,-0.82370737,-0.548854478,-0.641254664,0.047878472,0.371539944,0.17978748,-0.497233232,-0.438431678,0.222803753
"SAM214",2.048878408,4.760711195,4.921731392,-1.452011371,-2.713899272,2.735378555,2.049117328,-3.096011478,0.008582159,-0.772624607,-0.939113126,-2.192508258,-1.170100974,-0.326331599,-1.138178133,0.211983246,1.395860431,-0.62278245,0.141285598,0.019866414,2.048878408,4.760711195,4.921731392,-1.452011371,-2.713899272,2.735378555,2.049117328,-3.096011478,0.008582159,-0.772624607,-0.939113126,-2.192508258,-1.170100974,-0.326331599,-1.138178133,0.211983246,1.395860431,-0.62278245,0.141285598,0.019866414
"SAM215",4.899234704,-1.0978827,-0.844910814,0.208377529,0.304411407,0.261676784,1.087504542,0.312222668,-0.540071013,0.561930022,-4.360378695,0.528476233,0.485833863,-0.173029764,-0.072909659,0.917544009,0.418218756,-0.490700747,-0.421366638,0.105166384,4.899234704,-1.0978827,-0.844910814,0.208377529,0.304411407,0.261676784,1.087504542,0.312222668,-0.540071013,0.561930022,-4.360378695,0.528476233,0.485833863,-0.173029764,-0.072909659,0.917544009,0.418218756,-0.490700747,-0.421366638,0.105166384
"SAM216",-0.709345002,5.171861598,-0.233717653,0.845940842,1.797274169,0.171014061,-2.785431196,-1.587596728,1.890509058,-1.711386706,3.071322761,-3.137483759,-0.269960044,0.345598066,1.163169037,-0.360557749,-0.052792853,2.203581243,1.301692219,0.627040105,-0.709345002,5.171861598,-0.233717653,0.845940842,1.797274169,0.171014061,-2.785431196,-1.587596728,1.890509058,-1.711386706,3.071322761,-3.137483759,-0.269960044,0.345598066,1.163169037,-0.360557749,-0.052792853,2.203581243,1.301692219,0.627040105
"SAM217",-0.727025782,5.859226464,1.388159201,0.549069081,2.519986665,0.471437792,-2.389616246,-3.302955344,1.576493425,-1.332613339,2.439832614,-3.502994491,-1.183235882,-0.300559007,0.626109169,-1.947637658,0.059138862,0.370886287,0.341499176,-0.280579705,-0.727025782,5.859226464,1.388159201,0.549069081,2.519986665,0.471437792,-2.389616246,-3.302955344,1.576493425,-1.332613339,2.439832614,-3.502994491,-1.183235882,-0.300559007,0.626109169,-1.947637658,0.059138862,0.370886287,0.341499176,-0.280579705
"SAM218",5.242543008,-1.231066217,0.032169722,0.648912102,-0.58164647,-0.328286843,0.392018134,0.167521968,-0.917604788,-0.030707546,-5.095434664,-0.138677745,0.164360186,0.190199315,-0.094204999,0.058545656,0.371866166,-0.65922673,0.314007343,0.459690769,5.242543008,-1.231066217,0.032169722,0.648912102,-0.58164647,-0.328286843,0.392018134,0.167521968,-0.917604788,-0.030707546,-5.095434664,-0.138677745,0.164360186,0.190199315,-0.094204999,0.058545656,0.371866166,-0.65922673,0.314007343,0.459690769
"SAM219",2.650310069,2.536767448,0.634963302,-0.411247573,-0.143820695,-0.080197568,0.742294711,1.4479724,0.060741868,0.966392575,-1.20851817,-1.904904475,-0.110454225,-0.560748376,-0.975974261,0.601503467,-0.059378285,0.101172859,-1.211096686,0.414077131,2.650310069,2.536767448,0.634963302,-0.411247573,-0.143820695,-0.080197568,0.742294711,1.4479724,0.060741868,0.966392575,-1.20851817,-1.904904475,-0.110454225,-0.560748376,-0.975974261,0.601503467,-0.059378285,0.101172859,-1.211096686,0.414077131
"SAM221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM222",0.252019062,6.331577363,3.559258883,0.67752011,-0.490381309,-2.383593253,-1.520591053,-0.124000711,-0.513695543,0.584838534,2.210712521,-3.752648827,-2.009626064,-0.252902961,0.091961625,-1.68602439,0.228060845,1.026355151,-0.613886529,-1.545698629,0.252019062,6.331577363,3.559258883,0.67752011,-0.490381309,-2.383593253,-1.520591053,-0.124000711,-0.513695543,0.584838534,2.210712521,-3.752648827,-2.009626064,-0.252902961,0.091961625,-1.68602439,0.228060845,1.026355151,-0.613886529,-1.545698629
"SAM223",2.162776275,3.053058533,1.914120954,1.925534098,-0.843726186,-0.773153066,0.004336253,1.4050041,-0.203666995,0.800976692,-0.73700622,-2.906310052,0.492640895,-0.908838679,-2.007496306,0.114863322,0.379577991,0.379813788,-0.969766847,0.255438175,2.162776275,3.053058533,1.914120954,1.925534098,-0.843726186,-0.773153066,0.004336253,1.4050041,-0.203666995,0.800976692,-0.73700622,-2.906310052,0.492640895,-0.908838679,-2.007496306,0.114863322,0.379577991,0.379813788,-0.969766847,0.255438175
"SAM225",-0.652609838,3.963403394,1.996055902,1.115249786,1.348663131,-0.460579709,-0.360111775,0.923513459,0.80139923,0.014925248,2.524644063,-2.247696403,-1.400306986,-1.177373058,-0.521403458,0.892720681,1.629888187,-0.050759422,-1.867911877,0.78143191,-0.652609838,3.963403394,1.996055902,1.115249786,1.348663131,-0.460579709,-0.360111775,0.923513459,0.80139923,0.014925248,2.524644063,-2.247696403,-1.400306986,-1.177373058,-0.521403458,0.892720681,1.629888187,-0.050759422,-1.867911877,0.78143191
"SAM226",1.608873112,2.851761923,-0.348375145,1.243596846,2.13285633,0.874280007,-1.220183095,-1.734052463,1.841734233,-0.937220184,-0.164200673,-1.449881872,0.712419418,-1.119598021,0.83252234,0.34816949,1.204941406,0.440890029,-0.501408908,-0.3571061,1.608873112,2.851761923,-0.348375145,1.243596846,2.13285633,0.874280007,-1.220183095,-1.734052463,1.841734233,-0.937220184,-0.164200673,-1.449881872,0.712419418,-1.119598021,0.83252234,0.34816949,1.204941406,0.440890029,-0.501408908,-0.3571061
"SAM227",1.037292642,3.335457874,-0.333207834,2.000755744,1.773453008,0.21470782,-1.551264005,-1.080981111,-0.51201494,-0.030914884,1.190632071,-1.948577786,0.646669209,0.004070466,0.598887321,-0.845365096,0.096982878,-0.096517324,-0.308091827,0.925385546,1.037292642,3.335457874,-0.333207834,2.000755744,1.773453008,0.21470782,-1.551264005,-1.080981111,-0.51201494,-0.030914884,1.190632071,-1.948577786,0.646669209,0.004070466,0.598887321,-0.845365096,0.096982878,-0.096517324,-0.308091827,0.925385546
"SAM228",1.895727856,2.47050234,-0.607676982,0.807162093,-0.273620045,-0.204835082,-0.610026604,0.031882124,0.26172276,-0.012068842,-0.646014834,-2.069751883,0.787172325,-0.206781508,-1.011975306,-0.197732021,-1.561292471,0.068088897,-0.499918891,0.281318158,1.895727856,2.47050234,-0.607676982,0.807162093,-0.273620045,-0.204835082,-0.610026604,0.031882124,0.26172276,-0.012068842,-0.646014834,-2.069751883,0.787172325,-0.206781508,-1.011975306,-0.197732021,-1.561292471,0.068088897,-0.499918891,0.281318158
"SAM230",2.216318376,1.659843539,0.491018934,0.03390481,0.782822912,0.045391728,0.118868092,0.154474113,-0.568791143,0.076805958,-0.967441491,-1.092733953,-1.110460266,-0.329769202,0.964275784,0.310955001,-1.001111777,0.610868943,1.173197984,-0.115798456,2.216318376,1.659843539,0.491018934,0.03390481,0.782822912,0.045391728,0.118868092,0.154474113,-0.568791143,0.076805958,-0.967441491,-1.092733953,-1.110460266,-0.329769202,0.964275784,0.310955001,-1.001111777,0.610868943,1.173197984,-0.115798456
"SAM231",2.436741945,2.136976389,-0.767833319,1.397199042,0.705201821,0.535186456,-1.375583652,-1.573722667,-1.363458188,-0.536484807,-1.233855229,-1.507705839,0.989554932,0.401858826,0.529589841,-1.531732206,-0.273623244,-0.517550826,0.491751804,0.910249054,2.436741945,2.136976389,-0.767833319,1.397199042,0.705201821,0.535186456,-1.375583652,-1.573722667,-1.363458188,-0.536484807,-1.233855229,-1.507705839,0.989554932,0.401858826,0.529589841,-1.531732206,-0.273623244,-0.517550826,0.491751804,0.910249054
"SAM232",4.419463896,-0.429304643,-0.96207985,0.88956097,0.0812535,-0.736038898,0.598449531,-0.573250748,-1.059428347,0.245603024,-3.537504358,-0.732182243,0.115771625,0.05498336,0.099891704,-0.924581013,-0.299296479,0.958395258,-0.1536879,0.659821627,4.419463896,-0.429304643,-0.96207985,0.88956097,0.0812535,-0.736038898,0.598449531,-0.573250748,-1.059428347,0.245603024,-3.537504358,-0.732182243,0.115771625,0.05498336,0.099891704,-0.924581013,-0.299296479,0.958395258,-0.1536879,0.659821627
"SAM233",5.482137818,-1.247694632,-0.755357392,0.349717386,-0.233782693,-0.259394602,0.881070065,-0.146585849,-1.227291748,0.012643336,-4.974892372,0.22827915,0.347605162,-0.242544906,0.161159707,0.222575361,-0.129288549,-0.857056751,-0.17240008,0.811254927,5.482137818,-1.247694632,-0.755357392,0.349717386,-0.233782693,-0.259394602,0.881070065,-0.146585849,-1.227291748,0.012643336,-4.974892372,0.22827915,0.347605162,-0.242544906,0.161159707,0.222575361,-0.129288549,-0.857056751,-0.17240008,0.811254927
