"SAM","PEAKAREASPC1_common","PEAKAREASPC2_common","PEAKAREASPC3_common","PEAKAREASPC4_common","PEAKAREASPC5_common","PEAKAREASPC6_common","PEAKAREASPC7_common","PEAKAREASPC8_common","PEAKAREASPC9_common","PEAKAREASPC10_common","PeakAreas200PC1_common","PeakAreas200PC2_common","PeakAreas200PC3_common","PeakAreas200PC4_common","PeakAreas200PC5_common","PeakAreas200PC6_common","PeakAreas200PC7_common","PeakAreas200PC8_common","PeakAreas200PC9_common","PeakAreas200PC10_common","RelativeRatiosPC1_common","RelativeRatiosPC2_common","RelativeRatiosPC3_common","RelativeRatiosPC4_common","RelativeRatiosPC5_common","RelativeRatiosPC6_common","RelativeRatiosPC7_common","RelativeRatiosPC8_common","RelativeRatiosPC9_common","RelativeRatiosPC10_common","RelativeRatios200PC1_common","RelativeRatios200PC2_common","RelativeRatios200PC3_common","RelativeRatios200PC4_common","RelativeRatios200PC5_common","RelativeRatios200PC6_common","RelativeRatios200PC7_common","RelativeRatios200PC8_common","RelativeRatios200PC9_common","RelativeRatios200PC10_common"
"SAM064",-7.174973835,1.033457662,-2.327531675,1.302107195,-1.788464541,1.530283385,-1.357513583,1.858361053,1.19546045,3.164944444,6.70949341,-0.741682397,4.364831566,1.141194311,0.106951959,0.902462238,2.405614248,-0.278227081,0.883338465,-2.581352582,-7.174973835,1.033457662,-2.327531675,1.302107195,-1.788464541,1.530283385,-1.357513583,1.858361053,1.19546045,3.164944444,6.70949341,-0.741682397,4.364831566,1.141194311,0.106951959,0.902462238,2.405614248,-0.278227081,0.883338465,-2.581352582
"SAM065",-1.278372973,-2.670678271,-2.025793666,-0.166085219,-2.639027519,-0.406928463,-0.182215041,0.557973501,0.906444951,0.780488607,-0.041647691,1.333118062,0.808244187,1.493726427,-1.514833043,-0.043037993,-0.013483319,0.608661241,-0.575765625,-0.83917697,-1.278372973,-2.670678271,-2.025793666,-0.166085219,-2.639027519,-0.406928463,-0.182215041,0.557973501,0.906444951,0.780488607,-0.041647691,1.333118062,0.808244187,1.493726427,-1.514833043,-0.043037993,-0.013483319,0.608661241,-0.575765625,-0.83917697
"SAM066",-3.081707744,-0.666747031,-1.609786372,1.451669667,0.829391138,0.760403979,1.404093335,1.26441003,0.264438454,2.165687341,2.850606797,1.497589829,2.664723581,-0.977132644,0.17921023,0.935908239,0.512782696,0.034697493,-0.700455563,-1.273347415,-3.081707744,-0.666747031,-1.609786372,1.451669667,0.829391138,0.760403979,1.404093335,1.26441003,0.264438454,2.165687341,2.850606797,1.497589829,2.664723581,-0.977132644,0.17921023,0.935908239,0.512782696,0.034697493,-0.700455563,-1.273347415
"SAM067",-8.350403314,0.004429226,-0.632219356,-1.578641428,-1.309960548,-5.955126144,3.807132093,-0.516763786,5.594785473,-1.08087946,6.489780072,1.174859473,-2.784468432,-0.708241227,-0.4484447,-0.958984818,-3.975755395,-1.57844849,-1.005387282,-0.796328591,-8.350403314,0.004429226,-0.632219356,-1.578641428,-1.309960548,-5.955126144,3.807132093,-0.516763786,5.594785473,-1.08087946,6.489780072,1.174859473,-2.784468432,-0.708241227,-0.4484447,-0.958984818,-3.975755395,-1.57844849,-1.005387282,-0.796328591
"SAM068",-2.169272847,-1.289178765,-2.816991526,0.107074662,-1.205050466,0.145415191,0.563135395,0.768748011,0.520020072,1.412525114,1.481532626,2.180776237,1.794561427,0.770616383,-0.755054552,0.543438758,0.197777282,0.520106372,0.061289772,-0.322858343,-2.169272847,-1.289178765,-2.816991526,0.107074662,-1.205050466,0.145415191,0.563135395,0.768748011,0.520020072,1.412525114,1.481532626,2.180776237,1.794561427,0.770616383,-0.755054552,0.543438758,0.197777282,0.520106372,0.061289772,-0.322858343
"SAM069",-5.128221161,-1.248071395,-1.788887304,0.916707953,-0.634475425,-0.086632669,0.75338453,0.745572237,2.494446475,1.850811308,4.026686799,0.935198019,1.026152056,-0.67405018,1.721748545,-0.765816642,0.390189635,1.215773255,-0.489037258,-1.880183226,-5.128221161,-1.248071395,-1.788887304,0.916707953,-0.634475425,-0.086632669,0.75338453,0.745572237,2.494446475,1.850811308,4.026686799,0.935198019,1.026152056,-0.67405018,1.721748545,-0.765816642,0.390189635,1.215773255,-0.489037258,-1.880183226
"SAM070",-7.68417574,-0.80777504,-1.277785775,0.625707494,2.883326794,0.355716916,2.839854346,1.42366079,1.214891991,2.352550992,6.809004745,2.327340542,1.948494036,-2.302142521,1.896605281,-0.133565159,-0.456188638,0.532553088,-0.713496382,-0.486006426,-7.68417574,-0.80777504,-1.277785775,0.625707494,2.883326794,0.355716916,2.839854346,1.42366079,1.214891991,2.352550992,6.809004745,2.327340542,1.948494036,-2.302142521,1.896605281,-0.133565159,-0.456188638,0.532553088,-0.713496382,-0.486006426
"SAM072",-1.209365291,-1.911796918,-2.798125849,1.161919653,-0.898162841,0.06017943,1.482567751,1.04162094,0.53205913,1.119367962,0.550031505,1.772269349,2.136921324,0.031747751,-0.594084495,1.075935431,-0.135529562,0.56781685,-0.876280934,-0.625972087,-1.209365291,-1.911796918,-2.798125849,1.161919653,-0.898162841,0.06017943,1.482567751,1.04162094,0.53205913,1.119367962,0.550031505,1.772269349,2.136921324,0.031747751,-0.594084495,1.075935431,-0.135529562,0.56781685,-0.876280934,-0.625972087
"SAM073",-18.22689358,2.051595674,-0.508785241,-0.08191388,-0.093707397,-5.745510915,6.278777255,0.452430438,-0.733417204,-2.174549898,14.86042476,2.194577325,-5.071501697,0.739730249,-1.838943442,3.080494993,1.060695921,-4.636061846,1.430066687,-0.630587864,-18.22689358,2.051595674,-0.508785241,-0.08191388,-0.093707397,-5.745510915,6.278777255,0.452430438,-0.733417204,-2.174549898,14.86042476,2.194577325,-5.071501697,0.739730249,-1.838943442,3.080494993,1.060695921,-4.636061846,1.430066687,-0.630587864
"SAM074",-6.566584683,-0.175810427,-2.086305239,2.952582433,-0.040503846,0.393628887,2.157105905,0.288275766,-0.825328472,1.279719949,5.434644884,0.300439252,3.525919931,-1.081605181,-0.278435933,-0.696089733,0.375116995,-0.78142001,0.757375178,0.569615153,-6.566584683,-0.175810427,-2.086305239,2.952582433,-0.040503846,0.393628887,2.157105905,0.288275766,-0.825328472,1.279719949,5.434644884,0.300439252,3.525919931,-1.081605181,-0.278435933,-0.696089733,0.375116995,-0.78142001,0.757375178,0.569615153
"SAM076",-14.906707,5.542850688,-0.51858631,1.401749744,9.005960584,6.687752526,3.675655305,4.44068639,-2.077014285,1.775675454,15.01748782,-3.140430271,3.044995937,-4.273410333,-0.223805689,4.594500148,-2.871814258,0.09563553,1.107378823,3.172966572,-14.906707,5.542850688,-0.51858631,1.401749744,9.005960584,6.687752526,3.675655305,4.44068639,-2.077014285,1.775675454,15.01748782,-3.140430271,3.044995937,-4.273410333,-0.223805689,4.594500148,-2.871814258,0.09563553,1.107378823,3.172966572
"SAM077",3.22662056,-4.29292381,-0.736816769,-1.791865969,-1.398559938,0.620376908,0.767207491,0.378849733,-0.073269426,1.385381073,-4.200790022,2.793659306,0.773791212,-0.357052579,-1.308560009,-0.360071313,0.008922227,1.109779002,0.294574078,-0.724947534,3.22662056,-4.29292381,-0.736816769,-1.791865969,-1.398559938,0.620376908,0.767207491,0.378849733,-0.073269426,1.385381073,-4.200790022,2.793659306,0.773791212,-0.357052579,-1.308560009,-0.360071313,0.008922227,1.109779002,0.294574078,-0.724947534
"SAM078",1.309632628,-3.774049627,0.176245733,-0.005558288,-0.426486934,-0.621153281,1.846550279,1.022900183,-0.129465025,0.006806435,-2.418572192,2.634530447,0.436763944,-0.234436437,-1.271468949,0.269271989,-0.555867037,0.311612051,-0.006558457,0.001385295,1.309632628,-3.774049627,0.176245733,-0.005558288,-0.426486934,-0.621153281,1.846550279,1.022900183,-0.129465025,0.006806435,-2.418572192,2.634530447,0.436763944,-0.234436437,-1.271468949,0.269271989,-0.555867037,0.311612051,-0.006558457,0.001385295
"SAM080",3.41215634,-4.072025386,-1.290116515,0.290764665,-0.675387113,-0.016924413,1.180218576,-0.085878373,-0.288702212,0.37745517,-4.233272338,2.961539077,1.168441062,-0.161150908,0.022649368,-0.91816285,0.178230086,-0.291199601,0.016852126,-0.293770089,3.41215634,-4.072025386,-1.290116515,0.290764665,-0.675387113,-0.016924413,1.180218576,-0.085878373,-0.288702212,0.37745517,-4.233272338,2.961539077,1.168441062,-0.161150908,0.022649368,-0.91816285,0.178230086,-0.291199601,0.016852126,-0.293770089
"SAM081",1.714505823,-2.742228493,-1.935582634,-0.34891779,-1.817163577,-1.805848341,1.735597149,-0.186248793,-0.539207178,-1.022490517,-2.54037753,2.193981616,-0.50721362,1.246228579,-1.380376912,0.231820529,-0.287060667,-0.178949938,0.586087247,-0.015552473,1.714505823,-2.742228493,-1.935582634,-0.34891779,-1.817163577,-1.805848341,1.735597149,-0.186248793,-0.539207178,-1.022490517,-2.54037753,2.193981616,-0.50721362,1.246228579,-1.380376912,0.231820529,-0.287060667,-0.178949938,0.586087247,-0.015552473
"SAM082",2.601467763,-2.329364313,-1.741597803,-0.329793196,-0.445051037,-1.218189135,1.416088496,-1.080796727,0.030793303,-0.493124254,-2.971573714,1.701251764,0.190738649,0.413387736,0.119608591,-1.173724251,-0.534679617,-0.290126408,0.51915773,-0.560321488,2.601467763,-2.329364313,-1.741597803,-0.329793196,-0.445051037,-1.218189135,1.416088496,-1.080796727,0.030793303,-0.493124254,-2.971573714,1.701251764,0.190738649,0.413387736,0.119608591,-1.173724251,-0.534679617,-0.290126408,0.51915773,-0.560321488
"SAM083",0.441604561,-3.040970599,-1.221305103,-1.101024337,-0.452497103,-0.462995777,0.215813677,0.402106217,0.020498977,0.702999797,-0.779542804,2.212513335,0.07862371,0.490407409,-0.557058177,0.327861823,0.891579348,1.544248481,0.307745834,-0.461231881,0.441604561,-3.040970599,-1.221305103,-1.101024337,-0.452497103,-0.462995777,0.215813677,0.402106217,0.020498977,0.702999797,-0.779542804,2.212513335,0.07862371,0.490407409,-0.557058177,0.327861823,0.891579348,1.544248481,0.307745834,-0.461231881
"SAM084",3.197314007,-3.201357401,-1.593640773,0.338620957,-1.01050768,-0.584867884,1.317261785,-0.031047973,-0.18196639,0.507111498,-3.650174203,2.130673654,0.868647056,0.055177818,-0.192337888,-0.520156741,-0.17092292,-0.099734994,0.032428282,-0.797767263,3.197314007,-3.201357401,-1.593640773,0.338620957,-1.01050768,-0.584867884,1.317261785,-0.031047973,-0.18196639,0.507111498,-3.650174203,2.130673654,0.868647056,0.055177818,-0.192337888,-0.520156741,-0.17092292,-0.099734994,0.032428282,-0.797767263
"SAM088",2.642747258,-3.15838293,-1.595072231,0.405262901,0.398571133,-0.342964968,1.642393872,-0.220090834,0.50883429,0.920693209,-3.20518589,1.656575313,0.952917599,0.449885981,0.059082461,1.034748389,-0.313252245,0.119265322,-0.364175032,0.202142116,2.642747258,-3.15838293,-1.595072231,0.405262901,0.398571133,-0.342964968,1.642393872,-0.220090834,0.50883429,0.920693209,-3.20518589,1.656575313,0.952917599,0.449885981,0.059082461,1.034748389,-0.313252245,0.119265322,-0.364175032,0.202142116
"SAM090",2.379250672,-1.739929595,-1.545455823,-1.174773152,0.19972974,0.460142958,0.32811171,0.011629409,-0.392856006,0.034576067,-2.638978669,0.993107264,-0.165221199,0.315320279,0.753239218,-0.47685583,-0.650571199,0.281285711,-0.790837323,0.155993359,2.379250672,-1.739929595,-1.545455823,-1.174773152,0.19972974,0.460142958,0.32811171,0.011629409,-0.392856006,0.034576067,-2.638978669,0.993107264,-0.165221199,0.315320279,0.753239218,-0.47685583,-0.650571199,0.281285711,-0.790837323,0.155993359
"SAM091",2.413725258,-2.473832285,-1.58706666,-2.500451866,-0.806151197,-0.264036034,-0.732707422,-0.674753557,0.021154152,-0.722442035,-2.833296777,0.811593041,-0.305326083,0.76657699,0.259510356,-0.200970576,0.381852504,-0.02255159,0.832971734,-0.124847191,2.413725258,-2.473832285,-1.58706666,-2.500451866,-0.806151197,-0.264036034,-0.732707422,-0.674753557,0.021154152,-0.722442035,-2.833296777,0.811593041,-0.305326083,0.76657699,0.259510356,-0.200970576,0.381852504,-0.02255159,0.832971734,-0.124847191
"SAM092",-0.228150774,0.005620798,-2.574185124,-0.585661824,0.925214008,0.44374156,-0.28150441,-1.381169209,0.896798438,-0.388434866,0.539131035,0.015809638,-0.281054561,0.075217835,1.341764048,-0.560265171,0.3579345,-0.105756338,1.071493114,0.432498709,-0.228150774,0.005620798,-2.574185124,-0.585661824,0.925214008,0.44374156,-0.28150441,-1.381169209,0.896798438,-0.388434866,0.539131035,0.015809638,-0.281054561,0.075217835,1.341764048,-0.560265171,0.3579345,-0.105756338,1.071493114,0.432498709
"SAM095",3.444692784,-2.817386497,-1.316513296,-0.426744645,-0.709670263,-0.970052845,1.031121309,-1.209161569,0.079281524,-0.395079516,-4.063962242,0.769675895,-0.202151599,0.073498943,0.159136707,-0.848501276,-0.89334399,-0.262087498,0.165703396,-0.157141314,3.444692784,-2.817386497,-1.316513296,-0.426744645,-0.709670263,-0.970052845,1.031121309,-1.209161569,0.079281524,-0.395079516,-4.063962242,0.769675895,-0.202151599,0.073498943,0.159136707,-0.848501276,-0.89334399,-0.262087498,0.165703396,-0.157141314
"SAM096",-0.291972714,-0.980726436,-1.465958247,-0.995698644,0.283884231,-1.250260799,0.827101066,-2.254298187,0.634513403,-1.519220665,-0.248610733,0.587344419,-0.842627421,0.950838737,-0.374574953,-0.695679025,-1.28340988,-1.892003252,-0.643782587,0.418759025,-0.291972714,-0.980726436,-1.465958247,-0.995698644,0.283884231,-1.250260799,0.827101066,-2.254298187,0.634513403,-1.519220665,-0.248610733,0.587344419,-0.842627421,0.950838737,-0.374574953,-0.695679025,-1.28340988,-1.892003252,-0.643782587,0.418759025
"SAM097",-0.618860189,-1.589146605,-0.140304807,-3.922460891,1.591453744,0.572761111,-1.060620187,-0.267795251,0.619005219,-2.264743354,0.202287767,1.490661751,-4.197516804,0.477360981,1.843106201,-0.079615358,2.462858009,0.882975244,-0.156553773,1.713534889,-0.618860189,-1.589146605,-0.140304807,-3.922460891,1.591453744,0.572761111,-1.060620187,-0.267795251,0.619005219,-2.264743354,0.202287767,1.490661751,-4.197516804,0.477360981,1.843106201,-0.079615358,2.462858009,0.882975244,-0.156553773,1.713534889
"SAM098",-1.700714503,-1.915145121,-1.577506717,-0.721086147,1.264802565,-0.466803932,1.358920655,-0.878387822,1.569723893,-1.027186594,1.11764191,2.317841175,-0.570788582,-0.595379958,2.054440307,-0.492200737,-0.914801787,-0.634476277,-1.075482434,0.472179285,-1.700714503,-1.915145121,-1.577506717,-0.721086147,1.264802565,-0.466803932,1.358920655,-0.878387822,1.569723893,-1.027186594,1.11764191,2.317841175,-0.570788582,-0.595379958,2.054440307,-0.492200737,-0.914801787,-0.634476277,-1.075482434,0.472179285
"SAM099",0.412108912,-1.188692557,-2.440266935,-3.465761483,-0.638837733,-1.675182347,0.589769548,-0.297727364,0.169569739,-1.292802083,-1.363855002,1.960202028,-1.419431727,2.229392214,0.418937149,1.410943539,-1.25947828,0.752114232,0.184592411,-0.896304811,0.412108912,-1.188692557,-2.440266935,-3.465761483,-0.638837733,-1.675182347,0.589769548,-0.297727364,0.169569739,-1.292802083,-1.363855002,1.960202028,-1.419431727,2.229392214,0.418937149,1.410943539,-1.25947828,0.752114232,0.184592411,-0.896304811
"SAM100",-0.319217832,-0.307756313,-2.614287149,-2.398249362,-0.411689347,-0.623693419,0.220415892,-0.045647363,0.016496675,-2.037753233,-0.143827598,0.926840209,-1.172129382,1.173741085,0.668274982,0.538686954,0.219834229,-1.776798021,0.86541426,0.209722982,-0.319217832,-0.307756313,-2.614287149,-2.398249362,-0.411689347,-0.623693419,0.220415892,-0.045647363,0.016496675,-2.037753233,-0.143827598,0.926840209,-1.172129382,1.173741085,0.668274982,0.538686954,0.219834229,-1.776798021,0.86541426,0.209722982
"SAM101",2.036946858,-1.240663515,-1.475708063,-0.862162673,1.199902994,0.189612075,1.083520086,-1.094574815,0.611113414,-1.09007457,-2.2094388,1.047955334,-0.247858976,-0.265866837,1.095320593,-0.624588931,-0.690376674,0.12955764,-0.186994635,0.544357157,2.036946858,-1.240663515,-1.475708063,-0.862162673,1.199902994,0.189612075,1.083520086,-1.094574815,0.611113414,-1.09007457,-2.2094388,1.047955334,-0.247858976,-0.265866837,1.095320593,-0.624588931,-0.690376674,0.12955764,-0.186994635,0.544357157
"SAM102",3.030811917,-1.5220654,-1.442833159,-0.81087755,0.188723897,-0.399548103,1.061348881,-0.440056969,0.363236765,-0.780399984,-3.074613485,0.832024313,-0.647320863,0.079003017,0.677918116,-0.640312171,-0.511376793,0.840909555,-0.574202286,-0.071117411,3.030811917,-1.5220654,-1.442833159,-0.81087755,0.188723897,-0.399548103,1.061348881,-0.440056969,0.363236765,-0.780399984,-3.074613485,0.832024313,-0.647320863,0.079003017,0.677918116,-0.640312171,-0.511376793,0.840909555,-0.574202286,-0.071117411
"SAM103",0.790743661,0.317519998,-0.988357665,-1.064754981,2.059414192,1.019680695,-0.217278767,-0.811585491,1.174138754,0.222315641,-0.208026602,0.66562942,-1.441617386,-0.582039344,0.86422468,0.370680653,-0.641071946,2.074093322,-1.049833246,0.553465247,0.790743661,0.317519998,-0.988357665,-1.064754981,2.059414192,1.019680695,-0.217278767,-0.811585491,1.174138754,0.222315641,-0.208026602,0.66562942,-1.441617386,-0.582039344,0.86422468,0.370680653,-0.641071946,2.074093322,-1.049833246,0.553465247
"SAM104",3.298876175,-2.665832416,-0.169057019,-0.329899179,0.445917055,-0.203310078,-0.291482494,-0.38758955,-0.415212208,0.622514806,-3.38870717,1.168562849,-0.039623158,0.22170359,0.609986873,0.151270078,0.339875135,-0.072610968,0.143319868,0.403984001,3.298876175,-2.665832416,-0.169057019,-0.329899179,0.445917055,-0.203310078,-0.291482494,-0.38758955,-0.415212208,0.622514806,-3.38870717,1.168562849,-0.039623158,0.22170359,0.609986873,0.151270078,0.339875135,-0.072610968,0.143319868,0.403984001
"SAM105",2.632638045,-1.11340127,-0.493701265,-0.005084848,-0.107300312,-0.182469479,-0.79638601,0.228487609,-0.058341,-0.2708553,-2.57462843,0.34062764,-0.733157083,-0.021988807,0.558554851,0.467737004,2.062189697,0.415698489,-1.430825738,1.303792589,2.632638045,-1.11340127,-0.493701265,-0.005084848,-0.107300312,-0.182469479,-0.79638601,0.228487609,-0.058341,-0.2708553,-2.57462843,0.34062764,-0.733157083,-0.021988807,0.558554851,0.467737004,2.062189697,0.415698489,-1.430825738,1.303792589
"SAM106",4.547716237,-2.499861115,-0.375067756,0.137209318,0.669663548,0.061229271,-0.025786439,-0.574006223,-1.092208128,0.244668744,-4.612340628,0.508237538,0.243587165,0.501662518,0.061371725,0.439414419,-0.125151815,-0.165046605,-0.443767701,0.327149978,4.547716237,-2.499861115,-0.375067756,0.137209318,0.669663548,0.061229271,-0.025786439,-0.574006223,-1.092208128,0.244668744,-4.612340628,0.508237538,0.243587165,0.501662518,0.061371725,0.439414419,-0.125151815,-0.165046605,-0.443767701,0.327149978
"SAM107",0.946925041,-1.618638784,-0.006900505,-1.963572796,1.921654321,-0.036704387,-1.079071466,-0.613131094,0.453669329,0.057163222,-0.730573177,0.737737322,-1.111868957,-0.141006825,2.137358953,0.916517338,1.174254667,0.399324831,-0.218205447,0.407708384,0.946925041,-1.618638784,-0.006900505,-1.963572796,1.921654321,-0.036704387,-1.079071466,-0.613131094,0.453669329,0.057163222,-0.730573177,0.737737322,-1.111868957,-0.141006825,2.137358953,0.916517338,1.174254667,0.399324831,-0.218205447,0.407708384
"SAM108",3.75814188,-2.349382954,-1.218029743,-0.143644893,-0.043285167,-0.818651113,0.602209627,-0.721235256,-0.175272835,0.28192702,-4.006857057,0.750076298,-0.044434419,0.852158294,-0.019101264,0.576479525,0.38280895,-0.365612874,-0.851628028,0.541795387,3.75814188,-2.349382954,-1.218029743,-0.143644893,-0.043285167,-0.818651113,0.602209627,-0.721235256,-0.175272835,0.28192702,-4.006857057,0.750076298,-0.044434419,0.852158294,-0.019101264,0.576479525,0.38280895,-0.365612874,-0.851628028,0.541795387
"SAM109",3.48015171,-1.67521713,-1.397071618,-0.279383974,-0.515430556,-0.65856807,-0.042856848,-0.855244547,-0.509303164,-0.697635049,-3.813707405,0.467849191,0.018971195,1.332047212,0.602779559,0.113553664,-0.054942032,-1.095882571,-0.250751756,0.436026085,3.48015171,-1.67521713,-1.397071618,-0.279383974,-0.515430556,-0.65856807,-0.042856848,-0.855244547,-0.509303164,-0.697635049,-3.813707405,0.467849191,0.018971195,1.332047212,0.602779559,0.113553664,-0.054942032,-1.095882571,-0.250751756,0.436026085
"SAM110",3.347900014,-0.980976842,-1.612734581,-0.558020217,0.487831102,-0.329248281,-0.310056378,-0.775647495,-0.372054708,-1.042124922,-3.011072934,0.27544368,-0.316412004,0.640298622,0.944496834,0.169459676,-0.038619794,-0.393088638,-0.048070606,0.54645963,3.347900014,-0.980976842,-1.612734581,-0.558020217,0.487831102,-0.329248281,-0.310056378,-0.775647495,-0.372054708,-1.042124922,-3.011072934,0.27544368,-0.316412004,0.640298622,0.944496834,0.169459676,-0.038619794,-0.393088638,-0.048070606,0.54645963
"SAM111",0.035718498,-1.760115147,-0.089061946,-0.887193406,1.388514832,1.091014634,-0.377752364,-0.499213233,0.129131371,-2.607581884,-0.889598594,0.403893079,-0.418861984,0.154267977,1.319333301,-0.405788097,-1.410751858,-0.709502876,0.125672644,0.0546958,0.035718498,-1.760115147,-0.089061946,-0.887193406,1.388514832,1.091014634,-0.377752364,-0.499213233,0.129131371,-2.607581884,-0.889598594,0.403893079,-0.418861984,0.154267977,1.319333301,-0.405788097,-1.410751858,-0.709502876,0.125672644,0.0546958
"SAM112",2.951539263,-0.338595242,-2.146275958,-2.607142413,-0.920475735,-0.388746513,-0.820562222,0.355070933,-0.538046857,-1.458959045,-3.034685399,0.329020907,-0.456724141,1.263906063,0.453836916,0.767698836,0.087634237,-1.069685694,0.048767789,-0.236077524,2.951539263,-0.338595242,-2.146275958,-2.607142413,-0.920475735,-0.388746513,-0.820562222,0.355070933,-0.538046857,-1.458959045,-3.034685399,0.329020907,-0.456724141,1.263906063,0.453836916,0.767698836,0.087634237,-1.069685694,0.048767789,-0.236077524
"SAM113",2.645346578,-1.843378627,-0.695228519,-5.164506666,-1.112372386,1.039299716,-1.152690082,1.72701653,-2.168207209,-1.996116319,-3.734048185,0.785455157,-1.067754394,0.922401022,0.768227134,1.08188997,0.166876324,-1.174632653,0.366366238,0.870419213,2.645346578,-1.843378627,-0.695228519,-5.164506666,-1.112372386,1.039299716,-1.152690082,1.72701653,-2.168207209,-1.996116319,-3.734048185,0.785455157,-1.067754394,0.922401022,0.768227134,1.08188997,0.166876324,-1.174632653,0.366366238,0.870419213
"SAM114",0.273181325,-0.882868328,-1.669230185,-2.226575178,1.662947279,-0.431254969,0.943500943,-0.618450337,0.687298794,-1.548045648,-0.350859395,1.374643394,-1.197597584,0.561293223,1.337621345,0.274281233,0.307199078,-0.750790713,0.150490692,0.956747296,0.273181325,-0.882868328,-1.669230185,-2.226575178,1.662947279,-0.431254969,0.943500943,-0.618450337,0.687298794,-1.548045648,-0.350859395,1.374643394,-1.197597584,0.561293223,1.337621345,0.274281233,0.307199078,-0.750790713,0.150490692,0.956747296
"SAM115",-0.476149833,0.142809733,-0.951975738,-2.236812828,0.466983669,0.936722022,-1.416276262,1.274811321,0.513257497,-0.286579047,0.789416273,-0.106154158,-0.272232893,0.067306438,1.44909694,1.511942438,0.908496868,0.250886865,-0.380035959,-0.284336236,-0.476149833,0.142809733,-0.951975738,-2.236812828,0.466983669,0.936722022,-1.416276262,1.274811321,0.513257497,-0.286579047,0.789416273,-0.106154158,-0.272232893,0.067306438,1.44909694,1.511942438,0.908496868,0.250886865,-0.380035959,-0.284336236
"SAM116",3.094106885,-1.383994485,-1.30375348,0.237543107,0.277416247,-0.113520201,-0.049178877,-0.45280091,-0.349055296,-0.282159181,-2.72996289,0.259724655,0.481938946,0.350971688,0.81177195,0.229216543,-0.201691537,-0.475665269,0.031455533,0.665863894,3.094106885,-1.383994485,-1.30375348,0.237543107,0.277416247,-0.113520201,-0.049178877,-0.45280091,-0.349055296,-0.282159181,-2.72996289,0.259724655,0.481938946,0.350971688,0.81177195,0.229216543,-0.201691537,-0.475665269,0.031455533,0.665863894
"SAM117",-2.633568514,2.400896985,-2.371783313,-5.468801649,3.052012629,3.146722215,-0.690742631,2.118264116,-2.041943335,-0.599420372,2.611893294,-0.515006054,-0.794808422,1.04851741,2.35181426,1.816855646,0.373601225,-0.491084676,1.616404345,1.198970356,-2.633568514,2.400896985,-2.371783313,-5.468801649,3.052012629,3.146722215,-0.690742631,2.118264116,-2.041943335,-0.599420372,2.611893294,-0.515006054,-0.794808422,1.04851741,2.35181426,1.816855646,0.373601225,-0.491084676,1.616404345,1.198970356
"SAM119",3.698262195,-1.782617251,-2.162549011,-0.494770409,-0.298860506,-0.547214708,0.764323936,-0.121561547,-0.257199781,-0.101056212,-3.792716062,1.095100034,0.353967177,1.143972473,0.406047296,1.159619991,-0.148180868,-0.753848083,0.244204794,0.499251708,3.698262195,-1.782617251,-2.162549011,-0.494770409,-0.298860506,-0.547214708,0.764323936,-0.121561547,-0.257199781,-0.101056212,-3.792716062,1.095100034,0.353967177,1.143972473,0.406047296,1.159619991,-0.148180868,-0.753848083,0.244204794,0.499251708
"SAM121",1.201848783,-1.203576553,-1.938567617,-0.027648926,1.141500088,0.709775892,0.455930414,0.11138653,0.737969003,0.407374111,-1.085838065,1.195248122,0.590314045,0.601344637,1.065933255,1.152065236,-0.436351926,0.427317825,-0.744196203,-0.69256066,1.201848783,-1.203576553,-1.938567617,-0.027648926,1.141500088,0.709775892,0.455930414,0.11138653,0.737969003,0.407374111,-1.085838065,1.195248122,0.590314045,0.601344637,1.065933255,1.152065236,-0.436351926,0.427317825,-0.744196203,-0.69256066
"SAM122",1.834777266,-0.667390305,-2.087390156,-0.442626609,1.368344482,-0.260558478,0.125157735,-0.834964978,0.426844456,0.521692948,-1.183025114,0.771849791,0.519489991,1.150849009,1.162065387,0.483200345,0.055118605,1.009211083,-0.608741152,0.05004382,1.834777266,-0.667390305,-2.087390156,-0.442626609,1.368344482,-0.260558478,0.125157735,-0.834964978,0.426844456,0.521692948,-1.183025114,0.771849791,0.519489991,1.150849009,1.162065387,0.483200345,0.055118605,1.009211083,-0.608741152,0.05004382
"SAM123",1.402401257,0.841861073,-1.847591282,-7.539068095,-2.297001443,1.605815234,-1.45802252,3.287381349,-2.187548977,-0.549231249,-1.729868922,0.20734136,-0.960080332,2.352069155,-0.461601584,2.866342382,0.304722989,-0.11364227,0.069648596,-0.906007986,1.402401257,0.841861073,-1.847591282,-7.539068095,-2.297001443,1.605815234,-1.45802252,3.287381349,-2.187548977,-0.549231249,-1.729868922,0.20734136,-0.960080332,2.352069155,-0.461601584,2.866342382,0.304722989,-0.11364227,0.069648596,-0.906007986
"SAM124",3.761632028,-1.584114158,-1.53602972,-0.923191508,-0.299871817,-0.055649273,0.370317139,0.728967727,-0.359477171,-0.108936454,-3.814244815,0.521448365,0.078638856,0.428606902,0.322816912,0.712715798,0.181587992,-0.222541635,-0.094510864,-0.402144392,3.761632028,-1.584114158,-1.53602972,-0.923191508,-0.299871817,-0.055649273,0.370317139,0.728967727,-0.359477171,-0.108936454,-3.814244815,0.521448365,0.078638856,0.428606902,0.322816912,0.712715798,0.181587992,-0.222541635,-0.094510864,-0.402144392
